外语教学与研究出版社,一年级,上册,module,1,hello,1
外语教学与研究出版社,一年级,上册,module,1,hi,1
外语教学与研究出版社,一年级,上册,module,1,aah,1
外语教学与研究出版社,一年级,上册,module,1,ooh,1
外语教学与研究出版社,一年级,上册,module,1,I,1
外语教学与研究出版社,一年级,上册,module,1,am,1
外语教学与研究出版社,一年级,上册,module,1,goodbye,1
外语教学与研究出版社,一年级,上册,module,1,bye,1
外语教学与研究出版社,一年级,上册,module,1,How are you?,3
外语教学与研究出版社,一年级,上册,module,1,woof,1
外语教学与研究出版社,一年级,上册,module,1,no,1
外语教学与研究出版社,一年级,上册,module,1,yes,1
外语教学与研究出版社,一年级,上册,module,1,sorry,1
外语教学与研究出版社,一年级,上册,module,1,fine,1
外语教学与研究出版社,一年级,上册,module,1,thank,1
外语教学与研究出版社,一年级,上册,module,1,you,1
外语教学与研究出版社,一年级,上册,module,2,what,1
外语教学与研究出版社,一年级,上册,module,2,is,1
外语教学与研究出版社,一年级,上册,module,2,your,1
外语教学与研究出版社,一年级,上册,module,2,name,1
外语教学与研究出版社,一年级,上册,module,2,please,1
外语教学与研究出版社,一年级,上册,module,2,good,1
外语教学与研究出版社,一年级,上册,module,2,morning,1
外语教学与研究出版社,一年级,上册,module,2,Ms,1
外语教学与研究出版社,一年级,上册,module,2,my,1
外语教学与研究出版社,一年级,上册,module,2,bird,1
外语教学与研究出版社,一年级,上册,module,2,tweet,1
外语教学与研究出版社,一年级,上册,module,2,a,1
外语教学与研究出版社,一年级,上册,module,2,an,1
外语教学与研究出版社,一年级,上册,module,2,boy,1
外语教学与研究出版社,一年级,上册,module,2,girl,1
外语教学与研究出版社,一年级,上册,module,2,whoops,1
外语教学与研究出版社,一年级,上册,module,2,afternoon,1
外语教学与研究出版社,一年级,上册,module,2,panda,1
外语教学与研究出版社,一年级,上册,module,3,sit,1
外语教学与研究出版社,一年级,上册,module,3,down,1
外语教学与研究出版社,一年级,上册,module,3,stand,1
外语教学与研究出版社,一年级,上册,module,3,up,1
外语教学与研究出版社,一年级,上册,module,3,open,1
外语教学与研究出版社,一年级,上册,module,3,the,1
外语教学与研究出版社,一年级,上册,module,3,window,1
外语教学与研究出版社,一年级,上册,module,3,door,1
外语教学与研究出版社,一年级,上册,module,3,See you!,3
外语教学与研究出版社,一年级,上册,module,3,point,1
外语教学与研究出版社,一年级,上册,module,3,to,1
外语教学与研究出版社,一年级,上册,module,3,aargh,2
外语教学与研究出版社,一年级,上册,module,3,desk,1
外语教学与研究出版社,一年级,上册,module,3,chair,1
外语教学与研究出版社,一年级,上册,module,4,it,1
外语教学与研究出版社,一年级,上册,module,4,it's,2
外语教学与研究出版社,一年级,上册,module,4,red,1
外语教学与研究出版社,一年级,上册,module,4,aha,1
外语教学与研究出版社,一年级,上册,module,4,blue,1
外语教学与研究出版社,一年级,上册,module,4,wow,1
外语教学与研究出版社,一年级,上册,module,4,yellow,1
外语教学与研究出版社,一年级,上册,module,4,oh,1
外语教学与研究出版社,一年级,上册,module,4,colour,1
外语教学与研究出版社,一年级,上册,module,4,green,1
外语教学与研究出版社,一年级,上册,module,4,now,1
外语教学与研究出版社,一年级,上册,module,4,black,1
外语教学与研究出版社,一年级,上册,module,4,white,1
外语教学与研究出版社,一年级,上册,module,4,dog,1
外语教学与研究出版社,一年级,上册,module,4,cat,1
外语教学与研究出版社,一年级,上册,module,4,and,1
外语教学与研究出版社,一年级,上册,module,4,hey,1
外语教学与研究出版社,一年级,上册,module,4,look,1
外语教学与研究出版社,一年级,上册,module,4,orange,1
外语教学与研究出版社,一年级,上册,module,5,this,1
外语教学与研究出版社,一年级,上册,module,5,our,1
外语教学与研究出版社,一年级,上册,module,5,teacher,1
外语教学与研究出版社,一年级,上册,module,5,school,1
外语教学与研究出版社,一年级,上册,module,5,classroom,1
外语教学与研究出版社,一年级,上册,module,5,Nice to meet you.,3
外语教学与研究出版社,一年级,上册,module,5,child,1
外语教学与研究出版社,一年级,上册,module,5,that,1
外语教学与研究出版社,一年级,上册,module,5,bag,1
外语教学与研究出版社,一年级,上册,module,6,schoolbag,1
外语教学与研究出版社,一年级,上册,module,6,book,1
外语教学与研究出版社,一年级,上册,module,6,pen,1
外语教学与研究出版社,一年级,上册,module,6,pencil,1
外语教学与研究出版社,一年级,上册,module,6,ruler,1
外语教学与研究出版社,一年级,上册,module,6,eraser,1
外语教学与研究出版社,一年级,上册,module,6,pencil case,2
外语教学与研究出版社,一年级,上册,module,6,crayon,1
外语教学与研究出版社,一年级,上册,module,7,new,1
外语教学与研究出版社,一年级,上册,module,7,kite,1
外语教学与研究出版社,一年级,上册,module,7,or,1
外语教学与研究出版社,一年级,上册,module,7,not,1
外语教学与研究出版社,一年级,上册,module,7,isn't,2
外语教学与研究出版社,一年级,上册,module,7,monkey,1
外语教学与研究出版社,一年级,上册,module,7,monster,1
外语教学与研究出版社,一年级,上册,module,7,help,1
外语教学与研究出版社,一年级,上册,module,7,house,1
外语教学与研究出版社,一年级,上册,module,7,box,1
外语教学与研究出版社,一年级,上册,module,8,how many,2
外语教学与研究出版社,一年级,上册,module,8,one,1
外语教学与研究出版社,一年级,上册,module,8,two,1
外语教学与研究出版社,一年级,上册,module,8,three,1
外语教学与研究出版社,一年级,上册,module,8,four,1
外语教学与研究出版社,一年级,上册,module,8,count,1
外语教学与研究出版社,一年级,上册,module,8,say,1
外语教学与研究出版社,一年级,上册,module,8,five,1
外语教学与研究出版社,一年级,上册,module,8,six,1
外语教学与研究出版社,一年级,上册,module,8,seven,1
外语教学与研究出版社,一年级,上册,module,8,eight,1
外语教学与研究出版社,一年级,上册,module,8,nine,1
外语教学与研究出版社,一年级,上册,module,8,ten,1
外语教学与研究出版社,一年级,上册,module,8,pink,1
外语教学与研究出版社,一年级,上册,module,8,ball,1
外语教学与研究出版社,一年级,上册,module,8,so,1
